,geometry,GemeindeLabel,AnzahlLadestation
1501,"MULTIPOLYGON (((8.42877895290129 46.9456250705907, 8.433088365355442 46.94359474436744, 8.434494594682587 46.93706585219852, 8.450598188590206 46.93199003664036, 8.455814845771547 46.92496351549515, 8.447740367699557 46.92691422108221, 8.447558918754121 46.92277394799947, 8.454000356317168 46.91817585625856, 8.457039626153254 46.91194554147541, 8.459852084807542 46.9105521803418, 8.461575849789202 46.90645171757717, 8.464252221734412 46.90473987389873, 8.481263060369223 46.90852185411854, 8.484120881259869 46.91196544663446, 8.486071457423328 46.91847443364433, 8.491061303422871 46.91841471816718, 8.4902447831684 46.93047724455244, 8.484120881259869 46.93095496836968, 8.488974640550335 46.93945447128471, 8.486751890968719 46.94112650464504, 8.484846677041622 46.94699852656527, 8.489020002786695 46.94851131865318, 8.489156089495774 46.95175585957859, 8.498273899004031 46.95460229732297, 8.497774914404076 46.95963830256302, 8.506393739312379 46.95953877676777, 8.509342284675746 46.96123071528715, 8.511519672021002 46.9599368799488, 8.526307761074197 46.96582880702807, 8.519367338911195 46.97982213384134, 8.496640858495089 46.97641835164352, 8.465250190934322 46.98426098430984, 8.450779637535645 46.98358420890209, 8.447967178881356 46.97203921665216, 8.443385593009047 46.96234540419404, 8.42877895290129 46.9456250705907)))",Beckenried,10.0
1502,"MULTIPOLYGON (((8.42877895290129 46.9456250705907, 8.443385593009047 46.96234540419404, 8.447967178881356 46.97203921665216, 8.450779637535645 46.98358420890209, 8.428234606064978 46.98400221724217, 8.414807384102568 46.97854820366204, 8.412992894648188 46.97956336677367, 8.406097834721546 46.97846858302583, 8.387862215705031 46.9724373198332, 8.38695497097784 46.96509231614316, 8.397932632176836 46.96813780547805, 8.417892016175013 46.94666013886139, 8.423698382429027 46.94494829518295, 8.42877895290129 46.9456250705907)))",Buochs,1.0
1503,"MULTIPOLYGON (((8.338145204655028 46.92932274532745, 8.341229836727473 46.92619763535635, 8.338372015836825 46.91837490784908, 8.341774183563787 46.91747917569175, 8.343497948545448 46.91489150501505, 8.341093750018395 46.90870100055, 8.337192597691478 46.90625266598666, 8.336285352964289 46.9030280302203, 8.338553464782263 46.89703657734577, 8.337691582291432 46.89001005620056, 8.348759967963149 46.89062711613116, 8.360281975998459 46.90101760915609, 8.374208182560823 46.90776545807458, 8.377655712524145 46.90593418344183, 8.382146573923734 46.9087408108681, 8.385276568232539 46.90868109539095, 8.385049757050741 46.91069151645516, 8.394258291031718 46.90947730175301, 8.394575826686236 46.91863367491675, 8.397070749686007 46.92434645556455, 8.396163504958817 46.9275312810128, 8.392670612759137 46.93091515805158, 8.393759306431765 46.93762319665196, 8.384913670341664 46.93688670576706, 8.374933978342575 46.93822035142351, 8.370034856815749 46.93640898194982, 8.345312437999826 46.93129335607356, 8.338145204655028 46.92932274532745)))",Dallenwil,2.0
1504,"MULTIPOLYGON (((8.544044395490758 46.92784976355763, 8.547673374399517 46.93481656922569, 8.543590773127162 46.93935494548946, 8.548898154781224 46.93863835976359, 8.558832484543952 46.94040991891919, 8.555611765762428 46.94110659948599, 8.557063357325932 46.94536630352303, 8.555747852471505 46.94560516543165, 8.557335530744089 46.94751606070061, 8.555657127998787 46.95143737703377, 8.554976694453394 46.96322123119231, 8.560238713871096 46.96558994511945, 8.563051172525384 46.97022784717847, 8.562189290034553 46.97291504365043, 8.568494640888524 46.97554252464524, 8.574527818324334 46.98235008904089, 8.571034926124653 46.99015291138911, 8.56155421872552 46.98660979307793, 8.542683528399973 46.97958327193272, 8.519367338911195 46.97982213384134, 8.526307761074197 46.96582880702807, 8.511519672021002 46.9599368799488, 8.509342284675746 46.96123071528715, 8.506393739312379 46.95953877676777, 8.497774914404076 46.95963830256302, 8.498273899004031 46.95460229732297, 8.489156089495774 46.95175585957859, 8.489020002786695 46.94851131865318, 8.484846677041622 46.94699852656527, 8.486751890968719 46.94112650464504, 8.488974640550335 46.93945447128471, 8.484120881259869 46.93095496836968, 8.4902447831684 46.93047724455244, 8.491061303422871 46.91841471816718, 8.498092450058593 46.91875310587105, 8.501721428967352 46.91481188437884, 8.50380809183989 46.91461283278832, 8.5153300998752 46.91797680466804, 8.518822992074881 46.92000713089131, 8.519820961274789 46.92283366347663, 8.531705867200976 46.92353034404344, 8.544044395490758 46.92784976355763)))",Emmetten,2.0
1505,"MULTIPOLYGON (((8.385594103887055 46.99831402660026, 8.374117458088104 46.99506948567485, 8.378245421596818 46.99309887492875, 8.386365261905166 46.99266096142961, 8.38876946043222 46.98891879152792, 8.384641496923507 46.98340506247062, 8.385049757050741 46.98153397751977, 8.38876946043222 46.97775199729997, 8.387862215705031 46.9724373198332, 8.406097834721546 46.97846858302583, 8.412992894648188 46.97956336677367, 8.414807384102568 46.97854820366204, 8.428234606064978 46.98400221724217, 8.450779637535645 46.98358420890209, 8.465250190934322 46.98426098430984, 8.468153374061329 46.99652256228562, 8.469060618788518 47.00928176923769, 8.458491217716757 47.01133200062, 8.427962432646821 47.01720402254022, 8.427418085810507 46.9987917504175, 8.426011856483361 46.9981348801688, 8.413764052666298 46.99823440596406, 8.396344953904254 47.00088179211792, 8.385594103887055 46.99831402660026)))",Ennetbürgen,7.0
1506,"MULTIPOLYGON (((8.338145204655028 46.92932274532745, 8.345312437999826 46.93129335607356, 8.348669243490431 46.95830465690656, 8.343316499600011 46.96075299146991, 8.341683459091069 46.96576909155091, 8.331476955910183 46.96342028278283, 8.326713921092436 46.96887429636296, 8.309022648912235 46.96359942921429, 8.306164828021586 46.95571698622986, 8.309929893639424 46.95221367823678, 8.298634696785911 46.94622222536225, 8.288292106895948 46.93388102675026, 8.300086288349416 46.93023838264382, 8.309657720221267 46.92430664524645, 8.323039579947316 46.92536161867618, 8.338145204655028 46.92932274532745)))",Ennetmoos,5.0
1507,"MULTIPOLYGON (((8.307162797221496 46.97592072266723, 8.317187851456943 46.97574157623576, 8.324990156110776 46.97685626514265, 8.327984063710502 46.97898611716117, 8.331340869201105 46.97864772945729, 8.334470863509909 46.98901831732317, 8.318866254202245 46.99956805162051, 8.311608296384726 46.99803535437354, 8.294778906695354 46.99815478532785, 8.293962386440883 46.99620407974079, 8.288881815968621 46.99459176185761, 8.281351684732945 46.9957064507645, 8.277994879242343 46.99797563889638, 8.265520264243483 46.99817469048691, 8.260031433643984 46.99626379521795, 8.255268398826239 46.99413394319943, 8.248373338899595 46.98742590459904, 8.243973201972725 46.98601263830638, 8.237713213355114 46.99182494474945, 8.228051057010543 46.99262115111151, 8.218116727247814 46.98109606402064, 8.223061211011 46.97572167107671, 8.228867577265014 46.97315390555905, 8.244109288681804 46.97430840478405, 8.254270429626329 46.98012071122711, 8.260847953898455 46.98035957313573, 8.262480994407397 46.9781102901629, 8.272506048642844 46.97860791913919, 8.281850669332901 46.97580129171291, 8.301356430967481 46.97765247150471, 8.307162797221496 46.97592072266723)))",Hergiswil (NW),4.0
1508,"MULTIPOLYGON (((8.42877895290129 46.9456250705907, 8.423698382429027 46.94494829518295, 8.417892016175013 46.94666013886139, 8.397932632176836 46.96813780547805, 8.38695497097784 46.96509231614316, 8.37901657961493 46.9618676803768, 8.372076157451927 46.95418428898289, 8.368855438670403 46.95283073816738, 8.37012558128847 46.95247244530445, 8.367222398161461 46.94910847342473, 8.367313122634179 46.94586393249932, 8.370034856815749 46.93640898194982, 8.374933978342575 46.93822035142351, 8.384913670341664 46.93688670576706, 8.393759306431765 46.93762319665196, 8.392670612759137 46.93091515805158, 8.412357823339155 46.92876540087401, 8.41807346512045 46.92651611790118, 8.420069403520269 46.92370949047491, 8.431863584973737 46.92012656184561, 8.440255598700242 46.91980807930079, 8.447558918754121 46.92277394799947, 8.447740367699557 46.92691422108221, 8.455814845771547 46.92496351549515, 8.450598188590206 46.93199003664036, 8.434494594682587 46.93706585219852, 8.433088365355442 46.94359474436744, 8.42877895290129 46.9456250705907)))",Oberdorf (NW),8.0
1509,"MULTIPOLYGON (((8.385049757050741 46.98153397751977, 8.366814138034226 46.97799085920859, 8.352388946871908 46.97257665594655, 8.350529095181169 46.96951126145261, 8.347943447708678 46.97094443290433, 8.342953601709134 46.9693918304983, 8.341683459091069 46.96576909155091, 8.343316499600011 46.96075299146991, 8.348669243490431 46.95830465690656, 8.345312437999826 46.93129335607356, 8.370034856815749 46.93640898194982, 8.367313122634179 46.94586393249932, 8.367222398161461 46.94910847342473, 8.37012558128847 46.95247244530445, 8.368855438670403 46.95283073816738, 8.372076157451927 46.95418428898289, 8.37901657961493 46.9618676803768, 8.38695497097784 46.96509231614316, 8.387862215705031 46.9724373198332, 8.38876946043222 46.97775199729997, 8.385049757050741 46.98153397751977)))",Stans,26.0
1510,"MULTIPOLYGON (((8.385594103887055 46.99831402660026, 8.382690920760048 47.00137942109421, 8.384686859159865 47.00291211834118, 8.383779614432676 47.01772155667557, 8.368492540779528 47.01995093448934, 8.334470863509909 46.98901831732317, 8.331340869201105 46.97864772945729, 8.327984063710502 46.97898611716117, 8.324990156110776 46.97685626514265, 8.317187851456943 46.97574157623576, 8.307162797221496 46.97592072266723, 8.306890623803339 46.97414916351163, 8.310973225075692 46.96897382215822, 8.309022648912235 46.96359942921429, 8.326713921092436 46.96887429636296, 8.331476955910183 46.96342028278283, 8.341683459091069 46.96576909155091, 8.342953601709134 46.9693918304983, 8.347943447708678 46.97094443290433, 8.350529095181169 46.96951126145261, 8.352388946871908 46.97257665594655, 8.366814138034226 46.97799085920859, 8.385049757050741 46.98153397751977, 8.384641496923507 46.98340506247062, 8.38876946043222 46.98891879152792, 8.386365261905166 46.99266096142961, 8.378245421596818 46.99309887492875, 8.374117458088104 46.99506948567485, 8.385594103887055 46.99831402660026)))",Stansstad,2.0
1511,"MULTIPOLYGON (((8.470829746006538 46.85485754531545, 8.467881200643172 46.86064994659947, 8.471374092842852 46.86787551933519, 8.467200767097779 46.87623568613686, 8.479085673023967 46.88252571639716, 8.476681474496914 46.88829821252212, 8.472961771115434 46.89148303797037, 8.474050464788062 46.89343374355743, 8.467654389461375 46.89755411148111, 8.458672666662196 46.8980517404574, 8.464252221734412 46.90473987389873, 8.461575849789202 46.90645171757717, 8.459852084807542 46.9105521803418, 8.457039626153254 46.91194554147541, 8.454000356317168 46.91817585625856, 8.447558918754121 46.92277394799947, 8.440255598700242 46.91980807930079, 8.431863584973737 46.92012656184561, 8.420069403520269 46.92370949047491, 8.41807346512045 46.92651611790118, 8.412357823339155 46.92876540087401, 8.392670612759137 46.93091515805158, 8.396163504958817 46.9275312810128, 8.397070749686007 46.92434645556455, 8.394575826686236 46.91863367491675, 8.394258291031718 46.90947730175301, 8.385049757050741 46.91069151645516, 8.385276568232539 46.90868109539095, 8.382146573923734 46.9087408108681, 8.377655712524145 46.90593418344183, 8.374208182560823 46.90776545807458, 8.360281975998459 46.90101760915609, 8.348759967963149 46.89062711613116, 8.337691582291432 46.89001005620056, 8.333200720891844 46.8861683605036, 8.333064634182765 46.88194846678466, 8.328392323837736 46.87796743497434, 8.329662466455803 46.87141863764637, 8.334244052328112 46.86725845940459, 8.334561587982629 46.86124710137101, 8.330841884601149 46.85666891478915, 8.330705797892071 46.85153338375383, 8.327893339237782 46.84687557653577, 8.329163481855849 46.84217795899959, 8.332565649582811 46.83783863432634, 8.332248113928294 46.83365855092551, 8.335922455073412 46.83310120647207, 8.335196659291661 46.82842349409494, 8.332202751691934 46.82593534921349, 8.325625227419808 46.82402445394454, 8.321996248511049 46.82064057690577, 8.3263056609652 46.81488798593985, 8.331114058019306 46.81287756487565, 8.339233898327656 46.80539322507225, 8.343271137363651 46.80453730323303, 8.344359831036279 46.79997902181022, 8.354566334217164 46.79492311141111, 8.36196037874376 46.79319136257362, 8.36917297432492 46.78915061528615, 8.368946163143121 46.78791649542495, 8.377338176869628 46.78582645372453, 8.382328022869173 46.78019329371293, 8.391173658959273 46.77780467462674, 8.395210897995268 46.77151464436644, 8.416576511320589 46.77840182939829, 8.426420116610597 46.77444070274702, 8.426374754374237 46.77714780437804, 8.423063311119995 46.78373641202412, 8.419661143393032 46.78650322913229, 8.419525056683955 46.78907099464995, 8.408003048648645 46.79078283832838, 8.401652335558316 46.79557998165981, 8.396526402849693 46.79546055070551, 8.389086996086736 46.80210887382874, 8.384822945868944 46.80368138139381, 8.388678735959502 46.80935435172351, 8.387816853468671 46.81255908233082, 8.377791799233222 46.81628134707347, 8.373845284669947 46.81622163159631, 8.377564988051425 46.82348701465014, 8.376793830033314 46.82716946907469, 8.37085137707022 46.83475333467334, 8.371577172851973 46.83781872916729, 8.368311091834089 46.84976182459825, 8.370760652597502 46.85183196113961, 8.37080601483386 46.85951535253352, 8.363910954907219 46.85947554221542, 8.361461394143806 46.86222245416454, 8.364137766089016 46.8673380800408, 8.369354423270357 46.86761675226752, 8.370170943524828 46.87175702535025, 8.373391662306352 46.87450393729937, 8.380105273287556 46.87402621348213, 8.382010487214655 46.87199588725887, 8.380241359996635 46.87036366421664, 8.384686859159865 46.86598452922529, 8.378381508305896 46.86256084186842, 8.375070065051654 46.8580025604456, 8.374797891633497 46.84791064480645, 8.381330053669263 46.85658929415294, 8.38427859903263 46.85441963181631, 8.387363231105075 46.85724616440164, 8.391763368031945 46.85850018942189, 8.398703790194949 46.86473050420504, 8.406007110248826 46.86542718477185, 8.412811445702751 46.8698461300813, 8.414807384102568 46.86580538279382, 8.418799260902203 46.86275989345893, 8.420432301411145 46.85583289810898, 8.418708536429484 46.85316560679607, 8.420205490229346 46.85199120241202, 8.430003733282998 46.85021964325643, 8.439121542791256 46.853523899659, 8.470829746006538 46.85485754531545)))",Wolfenschiessen,2.0
1630,"MULTIPOLYGON (((9.071697928824356 47.13000655888558, 9.066209098224858 47.13090229104291, 9.00805471121199 47.17220549607496, 9.004697905721388 47.17326046950469, 8.991633581649854 47.16217329591296, 8.974395931833248 47.14318377417774, 8.973760860524216 47.14035724159241, 8.967364785197526 47.13663497684976, 8.969360723597344 47.13450512483124, 8.968135943215639 47.13356958235582, 8.969269999124625 47.13050418786187, 8.965278122324991 47.1214871508115, 8.96713797401573 47.11917815236152, 8.971901008833477 47.11812317893179, 8.973670136051496 47.11509759475594, 8.969224636888267 47.10868813354134, 8.97063086621541 47.10377155925559, 8.959698567252772 47.10020853578536, 8.954119012180556 47.09425689322893, 8.953846838762399 47.09149007612076, 8.97598361010583 47.08569767483674, 8.966412178233977 47.08141806564065, 8.965096673379552 47.07817352471525, 8.96083262316176 47.07624272428724, 8.96173986788895 47.0713659603196, 8.95107974234447 47.06085603634036, 8.948040472508383 47.04935085440854, 8.952349884962535 47.04718119207192, 8.960288276325446 47.04660394245942, 8.975121727615001 47.04813663970639, 8.991769668358934 47.05936314941149, 9.007011379775722 47.06085603634036, 9.02588207010127 47.06531479196791, 9.028376993101043 47.07124652936529, 9.034863792900449 47.07469012188122, 9.03667828235483 47.07791475764758, 9.051557095880742 47.07984555807558, 9.053507672044201 47.0820550307303, 9.05532216149858 47.08161711723117, 9.055594334916737 47.07855172273722, 9.059132589352778 47.078850300123, 9.060992441043517 47.07687968937689, 9.061582150116189 47.06865885868859, 9.063487364043288 47.07076880554806, 9.069112281351865 47.06764369557695, 9.07047314844265 47.07027117657177, 9.07215155118795 47.06991288370884, 9.070200975024493 47.07200292540925, 9.080044580314503 47.07277922661226, 9.089797461131793 47.07146548611486, 9.094061511349585 47.06919629798298, 9.108758875930061 47.06869866900669, 9.111208436693474 47.06529488680886, 9.116062195983938 47.06658872214722, 9.117649874256522 47.06382190503905, 9.115245675729469 47.05996030418304, 9.127811015201047 47.06145319111191, 9.12926260676455 47.06061717443174, 9.125678990092151 47.0545062906029, 9.124408847474085 47.04847502741027, 9.126268699164823 47.04793758811588, 9.128718259928236 47.04220490230902, 9.134071003818656 47.03995561933619, 9.138062880618293 47.03913950781507, 9.153349954271441 47.04726081270812, 9.167366885306523 47.04939066472664, 9.171313399869799 47.0525754901749, 9.174534118651323 47.05291387787878, 9.183742652632299 47.05962191647916, 9.185239606432162 47.06423991337913, 9.190274814668065 47.06989297854978, 9.191998579649727 47.07355552781527, 9.190592350322582 47.07395363099631, 9.188777860868203 47.08547871808718, 9.191227421631615 47.09095263682637, 9.189412932177236 47.09087301619016, 9.187643804959215 47.0938189797298, 9.18623757563207 47.09961138101381, 9.190002641249908 47.10992225340253, 9.188596411922765 47.11523693086931, 9.189866554540831 47.12369662346623, 9.147679674726504 47.12891177513775, 9.135885493273037 47.1319771696317, 9.115427124674905 47.13275347083471, 9.108123804621027 47.13132029938299, 9.101183382458025 47.133251099811, 9.071697928824356 47.13000655888558)))",Glarus Nord,27.0
